ROUTE_ID,MEASURE,DISTANCE,ELEV,LATITUDE,LONGITUDE
3,2814.410856,0.551029,1391.303467,38.589763,-109.534016
3,2814.410856,0.551029,1391.303467,38.589763,-109.534016
3,2814.522738,0.54484,1391.463013,38.589763,-109.534017
3,2814.522738,0.54484,1391.463013,38.589763,-109.534017
4,4024.111728,-0.676978,1425.281494,38.589913,-109.542284
4,4039.290862,-0.437691,1423.869873,38.589913,-109.542112
3,2775.6231,1.152909,1386.003296,38.589766,-109.533581
3,2775.6231,1.152909,1386.003296,38.589766,-109.533581
3,2775.546815,1.156344,1386.003296,38.589767,-109.533581
3,2775.546815,1.156344,1386.003296,38.589767,-109.533581
4,4029.079704,-0.736546,1424.992554,38.589916,-109.542227
4,4019.250869,-0.420198,1424.864746,38.589919,-109.542341
3,2819.26278,0.101233,1391.640869,38.589777,-109.53407
3,2819.386654,0.088361,1391.640869,38.589778,-109.534071
4,4034.191911,-0.587966,1424.602173,38.589918,-109.542169
4,4516.981297,0.076986,1452.98584,38.589974,-109.545069
3,2709.661494,-0.853799,1391.811157,38.58977,-109.533079
3,2709.670352,-0.854689,1391.811157,38.58977,-109.533079
4,4014.341928,0.014024,1424.492188,38.589941,-109.54239
4,4521.976509,0.076229,1453.056274,38.589997,-109.545118
3,2824.34669,-0.471124,1391.555054,38.589811,-109.534107
3,2824.46559,-0.475122,1391.555054,38.589812,-109.534108
3,2771.14042,0.981367,1387.548584,38.58981,-109.53357
3,2771.021799,0.974432,1387.548584,38.589811,-109.53357
4,4009.339782,0.051432,1423.634766,38.589968,-109.542436
3,2714.274277,-0.14985,1392.509033,38.589808,-109.533107
3,2714.285179,-0.148249,1392.509033,38.589808,-109.533107
4,4526.975589,0.032565,1453.448364,38.59002,-109.545167
3,2719.267792,0.200264,1392.791992,38.58983,-109.533157
3,2719.277119,0.201092,1392.791992,38.58983,-109.533157
3,2829.363132,-0.493649,1391.288818,38.58985,-109.534136
3,2829.483031,-0.493489,1391.288818,38.589851,-109.534137
4,4004.343384,0.099784,1422.603271,38.589996,-109.542481
4,4531.979082,-0.086553,1454.144409,38.590048,-109.545212
3,2724.291272,0.277974,1392.909912,38.589847,-109.53321
3,2724.300173,0.278902,1392.909912,38.589847,-109.533211
3,2766.150816,1.014675,1389.245728,38.589855,-109.53357
3,2765.975501,1.024812,1389.245728,38.589856,-109.53357
4,3999.338953,0.128218,1421.753906,38.590025,-109.542524
3,2729.256825,0.054454,1393.405273,38.589866,-109.533262
3,2729.266028,0.055986,1393.405273,38.589866,-109.533262
4,4536.977705,-0.075107,1454.871948,38.590076,-109.545257
3,2834.348388,-0.457758,1391.319824,38.589888,-109.534166
3,2834.471949,-0.453292,1391.319824,38.589889,-109.534166
3,2760.607359,1.162195,1391.485352,38.589897,-109.533553
3,2734.260319,-0.05028,1393.586182,38.589893,-109.533308
3,2734.262338,-0.052892,1393.586182,38.589893,-109.533308
3,2760.489374,1.162326,1391.485352,38.589898,-109.533552
4,3994.338211,0.125388,1421.777466,38.590055,-109.542568
4,4541.967876,0.022616,1455.504395,38.590103,-109.545303
3,2839.382092,-0.506736,1391.463501,38.589927,-109.534194
3,2839.500991,-0.501403,1391.463501,38.589928,-109.534195
4,4546.979588,0.133339,1456.560913,38.590125,-109.545353
3,2739.258585,0.018574,1393.619141,38.589919,-109.533355
3,2739.260382,0.015807,1393.619141,38.589919,-109.533355
4,3989.339964,0.109483,1422.283447,38.590084,-109.542612
3,2755.612375,1.089224,1392.734619,38.589928,-109.533519
3,2754.929752,1.06921,1393.009033,38.589931,-109.533514
3,2754.235207,1.046083,1393.011475,38.589934,-109.533507
4,4551.979485,0.171253,1457.391235,38.590145,-109.545404
3,2744.270048,0.217044,1393.831665,38.589941,-109.533405
3,2744.2789,0.218792,1393.831665,38.589941,-109.533405
3,2749.399478,0.650535,1393.299561,38.589949,-109.533461
3,2749.391005,0.64743,1393.299561,38.589949,-109.533461
3,2844.325501,-0.378904,1391.555542,38.589964,-109.534227
3,2844.444569,-0.378405,1391.555542,38.589965,-109.534227
4,3984.343437,0.051761,1422.645996,38.590112,-109.542657
4,4557.001232,0.263875,1458.286377,38.590162,-109.545458
4,4561.994668,0.248159,1459.394165,38.590179,-109.545511
4,3979.330978,0.249033,1422.498047,38.590142,-109.542699
3,2849.287393,-0.23898,1391.455688,38.589999,-109.534263
3,2849.409254,-0.231199,1391.273682,38.589999,-109.534265
4,4567.015404,0.322077,1460.129517,38.590194,-109.545565
4,4572.016903,0.330263,1460.569702,38.590208,-109.545619
4,4577.015211,0.327314,1461.048462,38.590222,-109.545674
3,2854.285439,-0.265185,1391.029907,38.590031,-109.534303
4,3974.29209,0.344707,1421.757813,38.590177,-109.542736
3,2854.404756,-0.267399,1391.029907,38.590032,-109.534304
4,4581.972196,0.101878,1461.240601,38.59024,-109.545726
3,2859.292045,-0.277557,1390.797852,38.590065,-109.534341
3,2859.411307,-0.27729,1390.797852,38.590066,-109.534342
4,3969.202971,0.592279,1421.630371,38.590215,-109.542766
4,4586.973275,-0.110071,1461.22229,38.590267,-109.545772
3,2864.273226,-0.227337,1391.133911,38.590097,-109.534381
4,4591.964762,0.036024,1461.149048,38.590294,-109.545818
3,2864.390699,-0.233831,1391.133911,38.590098,-109.534382
4,3964.143563,0.65417,1421.556641,38.590257,-109.542787
4,4596.974478,0.12673,1461.224854,38.590317,-109.545868
3,2869.290998,-0.308116,1391.262207,38.590131,-109.534419
3,2869.41196,-0.307876,1391.291992,38.590132,-109.53442
4,4601.964289,0.004558,1461.189331,38.59034,-109.545917
4,3959.138099,0.66356,1421.3927,38.590299,-109.542807
3,2874.300134,-0.327277,1391.037598,38.590166,-109.534455
3,2874.421911,-0.325252,1390.944824,38.590167,-109.534456
4,4606.967378,-0.026764,1461.390259,38.590366,-109.545964
4,4611.971616,-0.134255,1461.302246,38.590394,-109.546009
4,3954.121945,0.695612,1420.654419,38.590341,-109.542826
3,2879.305086,-0.341706,1389.815186,38.590201,-109.534491
3,2879.423203,-0.345931,1389.815186,38.590202,-109.534492
4,4616.980991,-0.217557,1460.948975,38.590425,-109.546049
3,2884.308395,-0.352789,1389.746948,38.590237,-109.534526
3,2884.426558,-0.355517,1389.746948,38.590238,-109.534527
4,3949.076134,0.779408,1420.161865,38.590384,-109.542843
4,4621.995565,-0.282831,1460.723267,38.590458,-109.546089
3,2889.277615,-0.296644,1390.152588,38.590271,-109.534564
3,2889.397691,-0.300802,1390.152588,38.590272,-109.534564
4,3943.71165,1.039325,1420.225098,38.590429,-109.542844
4,4627.021051,-0.367309,1460.385498,38.590494,-109.546124
3,2894.412977,-0.589703,1390.94043,38.59031,-109.534591
3,2894.53367,-0.58827,1390.94043,38.590311,-109.534592
4,3938.285787,1.157754,1420.365723,38.590472,-109.542827
4,4632.020418,-0.34689,1460.09314,38.590529,-109.546159
3,2899.540595,-0.778805,1391.830811,38.590353,-109.534609
3,2899.661099,-0.782233,1391.830811,38.590354,-109.534609
4,4636.970318,-0.127911,1459.768799,38.590561,-109.546199
